Rack #,,Bag #,30,40,N,50,60,E,Area 1,Burial Number,Cluster #,Date,Previously Sampled,Notes,Initials,,,,,,,,
30,,-,160,170,N,10,20,E,SE,35-01,,2/22/2000,,"RIBS, UNK LONG BONE; INFANT",CIE,,,,,,,,
30,,-,160,170,N,10,20,E,SE,35-02,,2/22/2000,,RIBS,GM,,,,,,,,
25,,-,160,170,N,10,20,E,SE,35-03,,,,Child ribs,AWA,,,,,,,,
4,,-,160,170,N,10,20,E,SE,35-04,,,,4 teeth; adult,MBB,,,,,,,,
16,,-,160,170,N,10,20,E,SE,35-05,,,,7 bone (toes); adult,MBB,,,,,,,,
12,,-,160,170,N,10,20,E,SE,35-06,,,,"6 TEETH AND BONE FRAGMENT; ADULT, ONE TOOTH BROKEN",CIE,,,,,,,,
14,,-,160,170,N,10,20,E,SE,36-02,,,,1 rib fragment; adult,MBB,,,,,,,,
-,,5,160,170,N,10,20,E,SE,36-04,,1993,,"1 bone fragment and 3 tubes with bone dust and chips; UKN (""SOHAG"") written on bag",MBB,,,,,,,,
31,,,160,170,N,10,20,E,SE,36-05,2,1998,,Tibia,AWA,,,,,,,,
35,,,160,170,N,10,20,E,SE,37-01,25,1998, ,"""Not tooth or bone""; tissue",AWA,,,,,,,,
34,,,160,170,N,10,20,E,SE,37-02,,5/1/2000,,"Powdered tooth; ""NCNA 2 gm""",AWA,,,,,,,,
23,,,160,170,N,10,20,E,SE,37-03,,9/28/2000,,BONE POWDER,GM,,,,,,,,
27,,-,160,170,N,10,20,E,SE,37-04,,,,5 bones from foot and tissue; adult,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SE,37-05,,,Yes,2 teeth; adult,MBB,,,,,,,,
14,,-,160,170,N,10,20,E ,SE,38-01,20,1998,,"Bone fragment; UKN (""Cluster 20"")",MBB,,,,,,,,
35,,,160,170,N,10,20,E ,SE,38-02,25,1998,,Tissue,AWA,,,,,,,,
35,,,160,170,N,10,20,E ,SE,38-03,25,1998,,Bone,AWA,,,,,,,,
7,,,160,170,N,10,20,E ,SE,38-04,,10/9/2000,,Powder,GM,,,,,,,,
23,,,160,170,N,10,20,E ,SE,38-05,,10/24/2000,,BONE POWDER,GM,,,,,,,,
21,,-,160,170,N,10,20,E,SE,38-06,,,,Powdered tissue sample,MBB,,,,,,,,
32,,,160,170,N,10,20,E,SE,39-03,8,1998,,Lung,AWA,,,,,,,,
32,,,160,170,N,10,20,E,SE,39-08,8,1998,Yes,"""teeth - molars - + ind. 2 incisors +++""",AWA,,,,,,,,
32,,,160,170,N,10,20,E,SE,39-10,9,1998,,Skin,AWA,,,,,,,,
32,,,160,170,N,10,20,E,SE,4 - 1,9,1998,,Skin,AWA,,,,,,,,
,,6,160,170,N,10,20,E,SE,41-02,,1998,,RIBS AND INTERNAL SAMPLE,GM,,,,,,,,
30,,-,160,170,N,10,20,E,SE,41-03,,12/14/2000,,"4 TEETH, 5 RIBS; CHILD",CIE,,,,,,,,
23,,,160,170,N,10,20,E,SE,42-01,,5/9/2001,,BONE POWDER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SE,42-02,,5/9/2001,,BONE POWDER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SE,42-03,,5/9/2001,,BONE POWDER,GM,,,,,,,,
19,,-,160,170,N,10,20,E,SE,43-01,,,,"Ribs, vertebrae, skin, teeth; child",MBB,,,,,,,,
5,,,160,170,N,10,20,E,SE,43-02,,,Yes,2 teeth; child,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SE,43-03,,,,~5 broken teeth; fragment of textile; child,MBB,,,,,,,,
32,,,160,170,N,10,20,E,SE,44-01,8,1998,Yes,Skin - femur,AWA,,,,,,,,
32,,,160,170,N,10,20,E,SE,44-02,8,1998,,Skin - mouth,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SE,44-03,16,1998,,Humerus,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SE,44-04,16,1998,,Skin - mandible,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SE,44-05,,1998,,Vertebrae - Tibia,AWA,,,,,,,,
35,,,160,170,N,10,20,E,SE,44-06,25,1998,,"Teeth, brain, skin, bone; adult",AWA,,,,,,,,
23,,,160,170,N,10,20,E,SE,44-07,,5/9/2001,,BONE POWDER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SE,44-08,,5/9/2001,,BONE POWDER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SE,45-02,,5/9/2001,,POWDER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SE,45-03,,9/28/2002,,BONE POWDER,GM,,,,,,,,
6,,-,160,170,N,10,20,E,SE,45-04,,,Yes,~13 broken teeth and fragments; adult,MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SE,46-04,20,1998,,"1 tooth, bone fragment and tissue; child (""Cluster 20"")",MBB,,,,,,,,
14,,-,160,170,N,10,20,E ,SE,47-01,20,1998,,"1 bone; UKN (""Cluster 20"")",MBB,,,,,,,,
31,,-,160,170,N,10,20,E ,SE,47-02,26,1998,,Teeth and rib; child (?),AWA,,,,,,,,
25,,-,160,170,N,10,20,E ,SE,47-03,,,,Child ribs,AWA,,,,,,,,
3,,-,160,170,N,10,20,E ,SE,47-04,,,Y,8 TEETH- CHILD,GM,,,,,,,,
12,,-,160,170,N,10,20,E ,SE,48-01,,,,"8 TEETH, ADULT, SOME BROKEN",CIE,,,,,,,,
17,,-,160,170,N,10,20,E ,SE,48-02,,,,Empty tube with dust residue,MBB,,,,,,,,
21,,-,160,170,N,10,20,E ,SE,48-03,,,Yes,1 tooth; child,MBB,,,,,,,,
21,,-,160,170,N,10,20,E ,SE,48-04,,,,Powdered tooth sample,MBB,,,,,,,,
35,,,160,170,N,10,20,E,SE,49-04,7,1998,,"Humerus fragment; 2 teeth; tissue from brain; adult (""Cluster 7"")",MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SE,5-03,20,1998,,"1 tooth, vertebra and bone fragment; child (""Cluster 20"")",MBB,,,,,,,,
35,,,160,170,N,10,20,E ,SE,50-02,26,1998,Yes,"Skin, bones; UKN",AWA,,,,,,,,
,,6,160,170,N,10,20,E ,SE,50-03,,1998,,LONG BONE,GM,,,,,,,,
31,,-,160,170,N,10,20,E ,SE,50-04,26,1998,,Scapula (?) and skin,AWA,,,,,,,,
,,8,160,170,N,10,20,E ,SE,50-1,,2/1988,,"SKIN, MUSCLES AND RIBS",GM,,,,,,,,
14,,-,160,170,N,10,20,E ,SE,50-5,,,,3 rib fragments; adult,MBB,,,,,,,,
1,,-,160,170,N,10,20,E,SE,52-04,,,,5 teeth; adult,AWA,,,,,,,,
23,,,160,170,N,10,20,E,SE,53-02,,,,SKELETON #1 VERTEBRAE,GM,,,,,,,,
29,,-,160,170,N,10,20,E,SE,53-05,,,,"""CAT #1"", TISSUE",CIE,,,,,,,,
-,,3,160,170,N,10,20,E ,SE,55-05,,,,HUMOROUS; ADULT,CIE,,,,,,,,
4,,-,160,170,N,10,20,E,SE,6-01,,,,~13 broken teeth and fragments; adult,MBB,,,,,,,,
9,,-,160,170,N,10,20,E,SE,6.02,,,,8 broken teeth and fragments of tissue; adult,MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SE,6.03,,,,~5 rib fragments; adult,MBB,,,,,,,,
22,,-,160,170,N,10,20,E,SE,7 - 1,,,,EYE  ,GM,,,,,,,,
18,,,160,170,N,10,20,E,SE,7-02,5,1998,,"Tissue; UKN (""Cluster 5"")",MBB,,,,,,,,
18,,,160,170,N,10,20,E,SE,7.03,5,1998,,"3 teeth; adult (""Cluster 5"")",MBB,,,,,,,,
21,,-,160,170,N,10,20,E,SE,7.04,,1998,,Powdered tooth sample,MBB,,,,,,,,
22,,-,160,170,N,10,20,E,SE,8-01,,,,HAIR,GM,,,,,,,,
29,,-,160,170,N,10,20,E,SE,8-04,,,,4 TEETH; SMALL ADULT OR CHILD,CIE,,,,,,,,
29,,-,160,170,N,10,20,E,SE,8.06,,,,TEETH,GM,,,,,,,,
,,6,160,170,N,10,20,E,SE,9,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
29,,-,160,170,N,10,20,E,SE,9-01,,,,14 TEETH; ADULT,CIE,,,,,,,,
17,,-,160,170,N,10,20,E,SE ,30.,,,,Tooth fragments,MBB,,,,,,,,
30,,-,160,170,N,0,10,W,SW,3.,,2000,,"1 BROKEN TOOTH, 2 RIB FRAGMENTS; CHILD",CIE,,,,,,,,
30,,-,160,170,N,0,10,W,SW,4.,,2000,,RIBS AND TEETH,GM,,,,,,,,
25,,-,160,170,N,0,10,W,SW,5.,,,,Ribs; child,AWA,,,,,,,,
13,,-,160,170,N,0,10,W,SW,7.,,,,4 TEETH; ADULT W/ TISSUE ATTACHED,CIE,,,,,,,,
13,,-,160,170,N,0,10,W,SW,7.,,,,9 TEETH; ADULT,CIE,,,,,,,,
13,,-,160,170,N,0,10,W,SW,8.,,,,8 TEETH; ADULT,CIE,,,,,,,,
25,,-,160,170,N,0,10,W,SW,10.,,,,Ribs; child,AWA,,,,,,,,
-,,1,160,170,N,0,10,W,SW,11.,,,,HAIR,CIE,,,,,,,,
3,,-,160,170,N,0,10,W,SW,12.,,,Y,7 TEETH,GM,,,,,,,,
3,,-,160,170,N,0,10,W,SW,13.,,,,3 TEETH,GM,,,,,,,,
19,,-,160,170,N,10,20,E,SW,26.,,,,Foot sample; sub-adult,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SW,60.,,,,13 teeth; child,MBB,,,,,,,,
14,,-,160,170,N,10,20,E ,SW,02- 01,,,,~7 bone fragments; child,MBB,,,,,,,,
1,,-,160,170,N,10,20,E ,SW,02- 02,,,Yes,11 teet; adult,AWA,,,,,,,,
18,,,160,170,N,10,20,E,SW,02- 03,21,1998,,"Tissue and hair; UKN (""Cluster 21"")",MBB,,,,,,,,
18,,,160,170,N,10,20,E ,SW,02- 04,21,1998,,"Empty tube labelled ""Clavicle""; UKN  (""Cluster 21"")",MBB,,,,,,,,
31,,-,160,170,N,10,20,E,SW,02- 05,,2/7/1998,Yes,3 teeth,AWA,,,,,,,,
1,,-,160,170,N,10,20,E ,SW,05- 01,,,,6 teeth; adult,AWA,,,,,,,,
12,,-,160,170,N,10,20,E ,SW,09- 01,,,,"9 TEETH; ADULT, FRAGMENTED",CIE,,,,,,,,
29,,-,160,170,N,10,20,E ,SW,09- 02,,,,TEETH,GM,,,,,,,,
,,7,160,170,N,10,20,E,SW,10- 04,,,,TEETH,GM,,,,,,,,
23,,,160,170,N,10,20,E,SW,10- 05,,,,BONE POWDER,GM,,,,,,,,
28,,-,160,170,N,10,20,E,SW,10-01,,,,5 bones from legs and rib fragments; child,MBB,,,,,,,,
28,,-,160,170,N,10,20,E,SW,10-02,,,,~9 skull fragments and skin; child,MBB,,,,,,,,
19,,-,160,170,N,10,20,E,SW,10-03,,,,"~ 6 bone fragments (long bones, jaw); hair; child",MBB,,,,,,,,
18,,,160,170,N,10,20,E,SW,11-01,21,1998,,"Tissue from inside thoracic vertebra; UKN  (""Cluster 21"")",MBB,,,,,,,,
31,,,160,170,N,10,20,E,SW,13-03,2,1998,,Skin,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,14-01,,2/7/1998,,Skin,AWA,,,,,,,,
18,,,160,170,N,10,20,E,SW,14-02,,,,Broken tooth; UKN,AWA,,,,,,,,
29,,-,160,170,N,10,20,E,SW,15,,,,SKIN AND TISSUE FROM ARM; UNK AGE,CIE,,,,,,,,
29,,-,160,170,N,10,20,E,SW,15-01,,,,SKIN AND TISSUE FROM ARM,GM,,,,,,,,
21,,-,160,170,N,10,20,E,SW,15-02,,,,Powdered tooth sample,MBB,,,,,,,,
31,,-,160,170,N,10,20,E,SW,15-04,,2/7/1998,Yes,3 teeth,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,16-01,,2/7/1998,,Skin,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,16-02,,2/7/1998,,Hair,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,16-03,,2/7/1998,,Skin,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,16-04,,2/7/1998,,2 teeth,AWA,,,,,,,,
-,,5,160,170,N,10,20,E,SW,16-05,,,,Rib fragment; sub-adult,MBB,,,,,,,,
29,,-,160,170,N,10,20,E,SW,17-03,,,,4 DECAYED TEETH; ADULT,CIE,,,,,,,,
11,,,160,170,N,10,20,E,SW,18,,,,HAIR AND SKIN,GM,,,,,,,,
31,,,160,170,N,10,20,E,SW,18-01,2,1998,,Skin - feet,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,18-03,2,1998,,Humerus,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,20,2,1998,Yes,2 teeth; adult,AWA,,,,,,,,
34,,,160,170,N,10,20,E,SW,20-02,22,1998,Yes,Long bone and muscle,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,20-03,1,2/7/1998,,Skin,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,20-04,1,2/7/1998,,Beard,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,21-01,1,2/7/1998,Yes,3 Teeth; adult,AWA,,,,,,,,
29,,-,160,170,N,10,20,E,SW,21-02,,,,TEETH,GM,,,,,,,,
,,6,160,170,N,10,20,E,SW,22-01,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
11,,,160,170,N,10,20,E,SW,22-02,,,,BRIAN,GM,,,,,,,,
17,,-,160,170,N,10,20,E,SW,22-03,,,,Empty tube with dust residue,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,24-03,,1998,Yes,2 teeth;; adult,MBB,,,,,,,,
,,7,160,170,N,10,20,E,SW,24-07,,,,TEETH,GM,,,,,,,,
23,,,160,170,N,10,20,E,SW,25-01,,,,SKULL AND TEETH POWER,GM,,,,,,,,
23,,,160,170,N,10,20,E,SW,25-02,,,,SKULL POWDER # 11,GM,,,,,,,,
10,,-,160,170,N,10,20,E,SW,25-03,,1998,,Skin; UKN ,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,25-04,,1998,,Rib fragments; adult,MBB,,,,,,,,
31,,,160,170,N,10,20,E,SW,25-05,1,2/7/1998,,Skin,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,26-01,1,2/7/1998,Yes,2 teeth; adult,AWA,,,,,,,,
12,,-,160,170,N,10,20,E,SW,26-02,,,,7-9 BROKEN TEETH; ADULT,CIE,,,,,,,,
-,,5,160,170,N,10,20,E,SW,26-03,,,,Rib fragments; child ,MBB,,,,,,,,
18,,,160,170,N,10,20,E,SW,26-04,,,Yes,Tooth; UKN,AWA,,,,,,,,
-,,5,160,170,N,10,20,E,SW,26-05,,,,Tube with rib fragment; adult,MBB,,,,,,,,
,,6,160,170,N,10,20,E,SW,26-06,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
LARGE ITEM,,4,160,170,N,10,20,E,SW,26-07,,2/7/1998,,Salt wrapped with hand; whole hand,AWA,,,,,,,,
-,,5,160,170,N,10,20,E,SW,27-01,,,,"MOUSE HAIR AND BONES, ""NORTH WALL""",CIE,,,,,,,,
18,,,160,170,N,10,20,E,SW,27-02,,,Yes,Tooth,AWA,,,,,,,,
23,,,160,170,N,10,20,E,SW,27-03,,,,BONE POWDER,GM,,,,,,,,
29,,-,160,170,N,10,20,E,SW,27-04,,,,5 TEETH; ADULT,CIE,,,,,,,,
31,,,160,170,N,10,20,E,SW,28-01,,1998,,Skin - jaw and skull,AWA,,,,,,,,
10,,-,160,170,N,10,20,E,SW,28-02,,,,Scalp and hair; UKN,MBB,,,,,,,,
,,6,160,170,N,10,20,E,SW,28-03,,,,ROCK,GM,,,,,,,,
11,,,160,170,N,10,20,E,SW,28-04,,,,HAIR AND SCALP,GM,,,,,,,,
31,,,160,170,N,10,20,E,SW,28-05,,1998,,Humerus,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,28-06,,,,Hair and scalp (?),AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,28-07,,,,Clavicle; child,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,28-08,,,,Skin,AWA,,,,,,,,
29,,-,160,170,N,10,20,E,SW,29-01,,,,TEETH,GM,,,,,,,,
31,,,160,170,N,10,20,E,SW,29-02,,1998,,Fibula,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,29-03,16,1998,,Clavicle; child,AWA,,,,,,,,
35,,,160,170,N,10,20,E,SW,32-01,,1998,,1 bone fragment; 2 teeth; adult,MBB,,,,,,,,
25,,-,160,170,N,10,20,E,SW,32-02,,,,Skin,AWA,,,,,,,,
7,,,160,170,N,10,20,E,SW,32-03,,,,BONE ?- RC,GM,,,,,,,,
18,,,160,170,N,10,20,E,SW,32-04,6,1998,,"Fragment of humerus; child (""Cluster 6"")",MBB,,,,,,,,
31,,-,160,170,N,10,20,E,SW,32-05,22,1998,,Skin,AWA,,,,,,,,
31,,-,160,170,N,10,20,E,SW,32-06,22,1998,,6 teeth; adult,AWA,,,,,,,,
,,6,160,170,N,10,20,E,SW,32-07,,,,"RIBS AND BONE. ""REVERSAL"" ",GM,,,,,,,,
31,,,160,170,N,10,20,E,SW,33-01,,,Yes,2 teeth,AWA,,,,,,,,
31,,,160,170,N,10,20,E,SW,33-02,,,,Bone fragments,AWA,,,,,,,,
11,,-,160,170,N,10,20,E,SW,34-01,,,,SKIN ?,GM,,,,,,,,
9,,-,160,170,N,10,20,E,SW,34-02,,,,5 teeth; adult (4 tissue samples),MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SW,34-03,,,,3 rib fragments; adult,MBB,,,,,,,,
31,,,160,170,N,10,20,E,SW,34-04,,,,Skin,AWA,,,,,,,,
23,,,160,170,N,10,20,E,SW,34-05,,,,LUNG POWDER,GM,,,,,,,,
5,,,160,170,N,10,20,E,SW,35-01,,,,Scalp and hair; UKN,MBB,,,,,,,,
28,,-,160,170,N,10,20,E,SW,35-02,,,,Bones from foot and rib fragment; sub-adult,MBB,,,,,,,,
31,,,160,170,N,10,20,E,SW,35-03,,,,Scapula (?),AWA,,,,,,,,
7,,,160,170,N,10,20,E,SW,35-04,,,,TOOTH- RC,GM,,,,,,,,
7,,,160,170,N,10,20,E,SW,36-01,,,,TOOTH-RC,GM,,,,,,,,
7,,,160,170,N,10,20,E,SW,36-02,,,,TOOTH- RC,GM,,,,,,,,
35,,,160,170,N,10,20,E,SW,36-03,,,Yes,Bone and tissue; UKN,MBB,,,,,,,,
7,,,160,170,N,10,20,E,SW,36-04,,,,TOOTH- RC,GM,,,,,,,,
21,,-,160,170,N,10,20,E,SW,37-01,,,,Powdered tissue sample,MBB,,,,,,,,
21,,-,160,170,N,10,20,E,SW,37-02,,,,Bone dust,MBB,,,,,,,,
21,,-,160,170,N,10,20,E,SW,37-03,,,,Skin sample,MBB,,,,,,,,
26,,-,160,170,N,10,20,E,SW,37-04,,,,Tissue from between vertebrae; UKN,MBB,,,,,,,,
23,,,160,170,N,10,20,E,SW,37-05,,,,BONE POWDER,GM,,,,,,,,
17,,-,160,170,N,10,20,E,SW,37-06,,,,Empty tube with dust residue,MBB,,,,,,,,
21,,,160,170,N,10,20,E,SW,37-07,,,,Powdered tooth sample,MBB,,,,,,,,
2,,-,160,170,N,10,20,E,SW,37-09,,,,15 broken teeth; adult,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,38-01,,,,14 TEETH; ADULT,CIE,,,,,,,,
29,,-,160,170,N,10,20,E,SW,38-02,,,,2 TEETH; ADULT,CIE,,,,,,,,
-,,3,160,170,N,10,20,E,SW,38-03,,,,REED FOR CARBON DATING,CIE,,,,,,,,
12,,-,160,170,N,10,20,E,SW,38-04,,,,8 TEETH; ADULT ,CIE,,,,,,,,
5,,,160,170,N,10,20,E,SW,38-05,,,,8 teeth; adult,MBB,,,,,,,,
12,,-,160,170,N,10,20,E,SW,38-06,,,,13 TEETH; ADULT ,CIE,,,,,,,,
26,,-,160,170,N,10,20,E ,SW,38-07,,,,Skin from mandible; UKN,MBB,,,,,,,,
2,,-,160,170,N,10,20,E,SW,38-07,,,,~11 broken teeth and fragments; adult,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SW,38-07,,,,Scalp and hair; UKN,MBB,,,,,,,,
12,,-,160,170,N,10,20,E ,SW,39-01,,,,2 TEETH; ADULT,CIE,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,39-02,,,,2 bones (hand and arm) with tissue; UKN,MBB,,,,,,,,
12,,-,160,170,N,10,20,E,SW,4-01,,,,14 TEETH; ADULT,CIE,,,,,,,,
10,,-,160,170,N,10,20,E,SW,4-02,,,,"15 TEETH; ADULT, FRAGMENTED",CIE,,,,,,,,
20,,-,160,170,N,10,20,E,SW,4-03,,,,Skin and tissue from tibia,AWA,,,,,,,,
12,,-,160,170,N,10,20,E ,SW,40-01,,,YES,8 TEETH; ADULT,CIE,,,,,,,,
26,,-,160,170,N,10,20,E ,SW,40-02,,,,Scalp with hair; UKN,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,40-03,,,,Scalp samples; UKN,MBB,,,,,,,,
20,,-,160,170,N,10,20,E ,SW,40-04,,,,Foot,AWA,,,,,,,,
10,,-,160,170,N,10,20,E,SW,41-01,,,,4 TEETH; ADULT W/ SOME TISSUE ATTACHED,CIE,,,,,,,,
28,,-,160,170,N,10,20,E,SW,42,,,,4 bones from foot; adult,MBB,,,,,,,,
28,,-,160,170,N,10,20,E,SW,42-02,,,,4 bones and tissue from foot; adult,MBB,,,,,,,,
12,,-,160,170,N,10,20,E,SW,43-01,,,YES,11 TEETH; ADULT,CIE,,,,,,,,
-,,4,160,170,N,10,20,E,SW,43-03,,,,HAIR,CIE,,,,,,,,
24,,-,160,170,N,10,20,E,SW,43-05,,,,5 rib fragments; child,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,44-01,,,,Scalp samples; UKN,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,44-02,,,,Skin from arm and leg; UKN,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,44-03,,,,Skin and tendons (from knee); UKN,MBB,,,,,,,,
2,,-,160,170,N,10,20,E ,SW,44-04,,,,~12 broken teeth and fragments; adult,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,44-05,,,,"7-9 TEETH; SMALL, POSSIBLY YOUNG ADULT",CIE,,,,,,,,
5,,,160,170,N,10,20,E,SW,45-01,,,,Bamboo,MBB,,,,,,,,
-,,2,160,170,N,10,20,E,SW,45-02,,,,"WHOLE FOOT, INTACT; INFANT",CIE,,,,,,,,
12,,-,160,170,N,10,20,E,SW,45-03,,,,6 BROKEN TEETH AND BONE FRAG; ADULT,CIE,,,,,,,,
25,,-,160,170,N,10,20,E,SW,45-04,,,,1 rib; sub-adult,MBB,,,,,,,,
7,,,160,170,N,10,20,E,SW,45-05,,,,RIBS,GM,,,,,,,,
24,,-,160,170,N,10,20,E,SW,46 - 01,,,,5 rib fragments; child,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,47 - 01,,,,Tissue; UKN,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,47-02,,,,12 TEETH; ADULT,CIE,,,,,,,,
-,,3,160,170,N,10,20,E,SW,47-03,,,,WOOD,CIE,,,,,,,,
16,,-,160,170,N,10,20,E,SW,47-04,,,,1 rib fragment and tissue; child,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,48-02,,,,Tissue (skin and vertebra); UKN,MBB,,,,,,,,
29,,-,160,170,N,10,20,E,SW,5-02,,,,TEETH,GM,,,,,,,,
18,,,160,170,N,10,20,E,SW,5-03,,,,Broken tooth; child,AWA,,,,,,,,
26,,-,160,170,N,10,20,E,SW,5-04,,,,Reed,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SW,5-04,,,,10 teeth; adult,MBB,,,,,,,,
13,,-,160,170,N,10,20,E,SW,50 - 10,,,,"10 TEETH; ADULT, BLACK CROWNS (DECAY?)",CIE,,,,,,,,
21,,-,160,170,N,10,20,E,SW,50-01,,,,Soft tissue,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,50-02,,,,Tissue; UKN,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,50-03,,,,18 TEETH; ADULT,CIE,,,,,,,,
5,,,160,170,N,10,20,E,SW,50-04,,,,18 teeth; adult,MBB,,,,,,,,
15,,-,160,170,N,10,20,E,SW,50-05,,,,TEETH,GM,,,,,,,,
21,,-,160,170,N,10,20,E,SW,50-06,,,,Powdered tooth sample,MBB,,,,,,,,
10,,-,160,170,N,10,20,E,SW,50-07,,,,8 TEETH; ADULT,CIE,,,,,,,,
12,,-,160,170,N,10,20,E,SW,50-08,,,,11 TEETH; ADULT ,CIE,,,,,,,,
28,,-,160,170,N,10,20,E,SW,50-09,,,Yes,Bones and tissue (membrane from skull); UKN,MBB,,,,,,,,
20,,-,160,170,N,10,20,E,SW,50-11,,,,Skin,AWA,,,,,,,,
20,,-,160,170,N,10,20,E,SW,50-12,,,,Skin from face and inside mouth,AWA,,,,,,,,
28,,-,160,170,N,10,20,E,SW,51-01,,,,Bones; UKN,MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SW,51-02,,,,5 rib fragments; sub-adult,MBB,,,,,,,,
20,,-,160,170,N,10,20,E,SW,51-03,,,,Skin,AWA,,,,,,,,
,,7,160,170,N,10,20,E,SW,51-04,,,,TISSUE FROM MOUTH,GM,,,,,,,,
1,,-,160,170,N,10,20,E,SW,51-05,,,,~10 teeth; child,AWA,,,,,,,,
21,,-,160,170,N,10,20,E,SW,51-06,,,,Wasp and seed samples,MBB,Removed and given to Richard Heckmann on 11 January 2011 for analysis,,,,,,,
21,,-,160,170,N,10,20,E,SW,52 - 01,,,,Powdered rib sample,MBB,,,,,,,,
17,,-,160,170,N,10,20,E,SW,52-02,,,,Empty tube with dust residue,MBB,,,,,,,,
9,,-,160,170,N,10,20,E,SW,52-03,,,,1 tooth; child,MBB,,,,,,,,
11,,,160,170,N,10,20,E,SW,52-04,,,Y,TOOTH-RC,GM,,,,,,,,
11,,,160,170,N,10,20,E,SW,52-05,,,Y,TOOTH-RC,GM,,,,,,,,
12,,-,160,170,N,10,20,E,SW,52-06,,,YES,7-8 BROKEN TEETH; ADULT,CIE,,,,,,,,
24,,-,160,170,N,10,20,E,SW,52-07,,,,Tissue (skin and muscle); UKN,MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SW,52-08,,,,12 rib fragments; sub-adult,MBB,,,,,,,,
25,,-,160,170,N,10,20,E,SW,52-09,,,,5 bones (foot); tissue; UKN,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,52-10,,,,Tissue (foot and leg); UKN,MBB,,,,,,,,
9,,-,160,170,N,10,20,E,SW,52-12,,,,14 teeth; adult,MBB,,,,,,,,
28,,-,160,170,N,10,20,E,SW,52-13,,,,Jaw and teeth; child,MBB,,,,,,,,
16,,-,160,170,N,10,20,E,SW,52-14,,,,8 bone fragments (foot); UKN,MBB,,,,,,,,
11,,,160,170,N,10,20,E,SW,53-01,,,Y,TOOTH-RC,GM,,,,,,,,
24,,-,160,170,N,10,20,E,SW,53-02,,,,Tissue (muscle and skin from leg); UKN,MBB,,,,,,,,
2,,-,160,170,N,10,20,E,SW,53-03,,,,~15 broken teeth and fragments; adult,MBB,,,,,,,,
12,,-,160,170,N,10,20,E,SW,53-04,,,,5 TEETH AND BONE FRAGMENT; ADULT,CIE,,,,,,,,
22,,-,160,170,N,10,20,E,SW,54-01,,,,TISSUE FROM MOUTH,GM,,,,,,,,
24,,-,160,170,N,10,20,E,SW,54-02,,,,Eye and mustache; UKN,MBB,,,,,,,,
